AC195340.3_FG002,104.590139814952,housekeeping genes
AC209208.3_FG005,14.998842073335,housekeeping genes
AC217271.3_FG002,29.1941747498842,housekeeping genes
AC233870.1_FG006,94.7471497043261,housekeeping genes
AC233979.1_FG009,48.4114411563447,housekeeping genes
AC234154.1_FG007,63.8789970444715,housekeeping genes
GRMZM2G000540,122.535183009835,housekeeping genes
GRMZM2G000710,52.2950699074761,housekeeping genes
GRMZM2G001334,329.371893565781,housekeeping genes
GRMZM2G002130,36.7605549029506,housekeeping genes
GRMZM2G002687,127.35623939055,housekeeping genes
GRMZM2G003692,1187.72080668222,housekeeping genes
GRMZM2G003734,90.0600115564089,housekeeping genes
GRMZM2G004140,393.116972377455,housekeeping genes
GRMZM2G004619,28.3237062366996,housekeeping genes
GRMZM2G005737,204.627059714785,housekeeping genes
GRMZM2G005791,61.2675915049176,housekeeping genes
GRMZM2G006707,652.717466655668,housekeeping genes
GRMZM2G006806,15.735392353722,housekeeping genes
GRMZM2G007486,88.1181971808432,housekeeping genes
GRMZM2G007854,136.39572010439,housekeeping genes
GRMZM2G007871,199.069453053683,housekeeping genes
GRMZM2G009538,166.39340425106,housekeeping genes
GRMZM2G009575,80.4178987949793,housekeeping genes
GRMZM2G009593,125.950097946175,housekeeping genes
GRMZM2G009655,142.555958813081,housekeeping genes
GRMZM2G009994,153.470294786089,housekeeping genes
GRMZM2G010323,206.301037624755,housekeeping genes
GRMZM2G011777,41.1798565852725,housekeeping genes
GRMZM2G011980,46.6035450135767,housekeeping genes
GRMZM2G012416,857.612362836049,housekeeping genes
GRMZM2G013890,154.407722415672,housekeeping genes
GRMZM2G013892,154.072926833678,housekeeping genes
GRMZM2G014004,138.471452712754,housekeeping genes
GRMZM2G014180,282.299634737413,housekeeping genes
GRMZM2G014382,70.641867800752,housekeeping genes
GRMZM2G014793,94.5462723551297,housekeeping genes
GRMZM2G014805,438.515253295853,housekeeping genes
GRMZM2G016511,296.561926530361,housekeeping genes
GRMZM2G016892,83.0293043345331,housekeeping genes
GRMZM2G017404,49.2149505531305,housekeeping genes
GRMZM2G017421,163.045448431119,housekeeping genes
GRMZM2G017835,718.8730736577,housekeeping genes
GRMZM2G017941,224.848712867228,housekeeping genes
GRMZM2G018103,349.124832903432,housekeeping genes
GRMZM2G018251,249.355749469195,housekeeping genes
GRMZM2G018447,56.2456577750063,housekeeping genes
GRMZM2G018508,715.324240488563,housekeeping genes
GRMZM2G019050,653.052262237663,housekeeping genes
GRMZM2G019084,110.147746476054,housekeeping genes
GRMZM2G019200,162.911530198322,housekeeping genes
GRMZM2G019386,40.7111427704808,housekeeping genes
GRMZM2G019876,31.5377438238428,housekeeping genes
GRMZM2G019999,259.332657812618,housekeeping genes
GRMZM2G020653,36.0909637389624,housekeeping genes
GRMZM2G021110,106.197158608524,housekeeping genes
GRMZM2G021331,354.34764398254,housekeeping genes
GRMZM2G022359,86.9129330856645,housekeeping genes
GRMZM2G022383,260.136167209404,housekeeping genes
GRMZM2G022694,26.0470962791398,housekeeping genes
GRMZM2G022921,63.6111605788762,housekeeping genes
GRMZM2G023008,41.7824886328618,housekeeping genes
GRMZM2G023020,41.1128974688737,housekeeping genes
GRMZM2G023080,111.754765269626,housekeeping genes
GRMZM2G024159,32.6090896862239,housekeeping genes
GRMZM2G025281,1273.4954347891,housekeeping genes
GRMZM2G026180,36.7605549029506,housekeeping genes
GRMZM2G026311,44.7956488708086,housekeeping genes
GRMZM2G027023,93.8766811911415,housekeeping genes
GRMZM2G027282,440.323149438621,housekeeping genes
GRMZM2G027378,310.355504508517,housekeeping genes
GRMZM2G027741,564.800146824022,housekeeping genes
GRMZM2G028190,206.301037624755,housekeeping genes
GRMZM2G028700,204.694018831184,housekeeping genes
GRMZM2G028945,249.288790352796,housekeeping genes
GRMZM2G029001,161.639306986744,housekeeping genes
GRMZM2G029370,229.669769247942,housekeeping genes
GRMZM2G030125,199.939921566868,housekeeping genes
GRMZM2G030144,244.400774855682,housekeeping genes
GRMZM2G030805,121.12904156546,housekeeping genes
GRMZM2G030902,356.758172172897,housekeeping genes
GRMZM2G032190,80.4848579113781,housekeeping genes
GRMZM2G032260,90.8635209531947,housekeeping genes
GRMZM2G032367,400.549434297724,housekeeping genes
GRMZM2G032423,95.3497817519155,housekeeping genes
GRMZM2G033876,139.609757691534,housekeeping genes
GRMZM2G034083,338.947047210812,housekeeping genes
GRMZM2G034276,158.358310283202,housekeeping genes
GRMZM2G034288,35.2204952257778,housekeeping genes
GRMZM2G034943,70.5079495679543,housekeeping genes
GRMZM2G035395,189.896054107045,housekeeping genes
GRMZM2G035785,49.0810323203329,housekeeping genes
GRMZM2G035899,61.3345506213164,housekeeping genes
GRMZM2G035985,417.021376931833,housekeeping genes
GRMZM2G036169,67.8965440284005,housekeeping genes
GRMZM2G036685,80.2839805621816,housekeeping genes
GRMZM2G036720,74.4585374354846,housekeeping genes
GRMZM2G036765,308.815444831344,housekeeping genes
GRMZM2G037104,130.101563162902,housekeeping genes
GRMZM2G037177,83.6319363821225,housekeeping genes
GRMZM2G037200,99.2334105030469,housekeeping genes
GRMZM2G037444,94.6132314715285,housekeeping genes
GRMZM2G038126,184.740202144336,housekeeping genes
GRMZM2G038375,309.819831577326,housekeeping genes
GRMZM2G038401,145.100405236237,housekeeping genes
GRMZM2G039251,110.482542058048,housekeeping genes
GRMZM2G040209,135.25741512561,housekeeping genes
GRMZM2G040320,47.3400952939636,housekeeping genes
GRMZM2G041799,51.6254787434879,housekeeping genes
GRMZM2G041842,43.925180357624,housekeeping genes
GRMZM2G041878,170.611828584186,housekeeping genes
GRMZM2G043764,60.5310412245306,housekeeping genes
GRMZM2G044398,469.852119770499,housekeeping genes
GRMZM2G044569,647.025941761769,housekeeping genes
GRMZM2G044862,210.787298423476,housekeeping genes
GRMZM2G045503,60.7988776901259,housekeeping genes
GRMZM2G045818,99.6351652014398,housekeeping genes
GRMZM2G045944,145.769996400225,housekeeping genes
GRMZM2G046021,168.067382161031,housekeeping genes
GRMZM2G046025,21.962590178812,housekeeping genes
GRMZM2G046924,284.509285578574,housekeeping genes
GRMZM2G047204,25.980137162741,housekeeping genes
GRMZM2G047214,37.6310234161352,housekeeping genes
GRMZM2G048067,368.409058426291,housekeeping genes
GRMZM2G048257,49.1479914367317,housekeeping genes
GRMZM2G048494,279.286474499466,housekeeping genes
GRMZM2G048611,75.395965065068,housekeeping genes
GRMZM2G048703,302.521287889855,housekeeping genes
GRMZM2G049091,57.7857174521791,housekeeping genes
GRMZM2G049568,62.0041417853046,housekeeping genes
GRMZM2G049672,342.964594194741,housekeeping genes
GRMZM2G050647,112.692192899209,housekeeping genes
GRMZM2G051458,347.718691459057,housekeeping genes
